img_pair,is_related
face05508.jpg-face01210.jpg,0.009752187877893448
face05750.jpg-face00898.jpg,0.8350178003311157
face05820.jpg-face03938.jpg,0.9721976518630981
face02104.jpg-face01172.jpg,1.2141871452331543
face02428.jpg-face05611.jpg,0.8078201413154602
face01219.jpg-face00274.jpg,0.0041704606264829636
face04262.jpg-face00555.jpg,0.6438822150230408
face03697.jpg-face01892.jpg,0.3045121729373932
face03524.jpg-face00319.jpg,0.17745250463485718
face03410.jpg-face05368.jpg,0.02122347801923752
face00292.jpg-face06004.jpg,0.06297887861728668
face00353.jpg-face01203.jpg,0.5520134568214417
face03140.jpg-face05223.jpg,1.0351526737213135
face02915.jpg-face03312.jpg,1.1813384294509888
face03012.jpg-face04103.jpg,0.0008511278429068625
face02240.jpg-face02336.jpg,1.2075368165969849
face02131.jpg-face05209.jpg,0.8545645475387573
face04105.jpg-face01209.jpg,0.06637614220380783
face03565.jpg-face02509.jpg,1.088315486907959
face02836.jpg-face01540.jpg,0.0118034016340971
face02832.jpg-face05386.jpg,0.6949122548103333
face02596.jpg-face02913.jpg,0.039419565349817276
face02231.jpg-face05835.jpg,0.5499370098114014
face00451.jpg-face03664.jpg,0.3190397024154663
face01644.jpg-face01682.jpg,0.17384840548038483
face03988.jpg-face03379.jpg,0.852824330329895
face00908.jpg-face05944.jpg,0.12571153044700623
face05117.jpg-face03498.jpg,1.1369526386260986
face05466.jpg-face02942.jpg,0.5353027582168579
face01537.jpg-face00187.jpg,0.07689045369625092
face03609.jpg-face05219.jpg,0.011693875305354595
face04820.jpg-face04526.jpg,0.5382153987884521
face05963.jpg-face00176.jpg,0.8425782322883606
face04372.jpg-face03101.jpg,0.2096993327140808
face01496.jpg-face04980.jpg,0.7656614780426025
face04215.jpg-face01123.jpg,0.0003669129509944469
face02624.jpg-face05000.jpg,0.0424555242061615
face04434.jpg-face03376.jpg,0.12791316211223602
face03417.jpg-face03461.jpg,0.8693035840988159
face03142.jpg-face00593.jpg,0.6477972865104675
face00094.jpg-face04094.jpg,1.2027376890182495
face05700.jpg-face03910.jpg,0.00016175044584088027
face03620.jpg-face03203.jpg,0.9002553224563599
face05074.jpg-face03806.jpg,0.22837978601455688
face03836.jpg-face05917.jpg,0.5433400869369507
face04495.jpg-face02846.jpg,1.012701392173767
face01690.jpg-face01033.jpg,0.051590606570243835
face01766.jpg-face06057.jpg,0.014150645583868027
face04896.jpg-face01845.jpg,1.0174907445907593
face05468.jpg-face04688.jpg,0.08811270445585251
face00293.jpg-face02930.jpg,0.23310375213623047
face05980.jpg-face03965.jpg,0.06827849894762039
face02066.jpg-face01778.jpg,0.07373175024986267
face00710.jpg-face02119.jpg,0.0627971738576889
face03708.jpg-face06116.jpg,0.0021651089191436768
face01825.jpg-face04134.jpg,5.265076833893545e-05
face00018.jpg-face03702.jpg,0.021792659536004066
face05351.jpg-face00003.jpg,0.0028592844028025866
face03438.jpg-face05696.jpg,1.0750453472137451
face05666.jpg-face02015.jpg,0.0276497732847929
face05517.jpg-face02936.jpg,4.238552719471045e-06
face03531.jpg-face01422.jpg,0.013725357130169868
face00762.jpg-face01849.jpg,0.07533223927021027
face00233.jpg-face01504.jpg,0.37705183029174805
face02171.jpg-face04218.jpg,0.6122123003005981
face01617.jpg-face00906.jpg,0.6643595695495605
face00656.jpg-face00790.jpg,9.973843589250464e-06
face01298.jpg-face03118.jpg,0.25715261697769165
face02603.jpg-face05437.jpg,0.5908179879188538
face01623.jpg-face03582.jpg,1.2097374200820923
face00517.jpg-face04211.jpg,0.23720325529575348
face03682.jpg-face04838.jpg,0.0064972639083862305
face05305.jpg-face02194.jpg,4.526641532720532e-06
face00841.jpg-face00906.jpg,0.7010201215744019
face05493.jpg-face02508.jpg,0.059643641114234924
face03948.jpg-face05516.jpg,0.28759345412254333
face05588.jpg-face00543.jpg,0.9743812084197998
face00810.jpg-face02910.jpg,0.00034593543387018144
face03021.jpg-face03627.jpg,0.004904257133603096
face04971.jpg-face01655.jpg,0.0008593897218815982
face04719.jpg-face03788.jpg,0.4316388964653015
face03402.jpg-face04336.jpg,1.175763487815857
face06068.jpg-face00384.jpg,0.4868933856487274
face04103.jpg-face01972.jpg,0.4009082019329071
face00331.jpg-face00411.jpg,0.0013467967510223389
face00854.jpg-face03592.jpg,0.5821949243545532
face03343.jpg-face02264.jpg,0.47786229848861694
face01959.jpg-face00060.jpg,0.41500139236450195
face02928.jpg-face05094.jpg,0.39501845836639404
face00224.jpg-face04154.jpg,0.7002387642860413
face00908.jpg-face05554.jpg,0.09080443531274796
face00575.jpg-face02530.jpg,1.216844081878662
face00171.jpg-face02170.jpg,0.09133017063140869
face03640.jpg-face04729.jpg,0.5435532331466675
face00549.jpg-face01264.jpg,0.07125218212604523
face05053.jpg-face04330.jpg,0.055051662027835846
face00099.jpg-face01930.jpg,0.006719221826642752
face04561.jpg-face00921.jpg,1.141232967376709
face04380.jpg-face03551.jpg,4.1484832763671875e-05
face02137.jpg-face04891.jpg,0.9519051313400269
face01084.jpg-face02672.jpg,0.21137815713882446
face05050.jpg-face05970.jpg,0.8122516870498657
face04706.jpg-face04695.jpg,0.028900133445858955
face04537.jpg-face00012.jpg,0.5653009414672852
face01741.jpg-face05524.jpg,0.002082394203171134
face04312.jpg-face04329.jpg,0.2741212844848633
face05177.jpg-face03334.jpg,1.2143515348434448
face02753.jpg-face05441.jpg,0.019723687320947647
face01344.jpg-face03369.jpg,0.010550309903919697
face02149.jpg-face02687.jpg,0.05560712516307831
face01294.jpg-face05177.jpg,0.0006274316110648215
face02458.jpg-face01336.jpg,0.6963732242584229
face02952.jpg-face03460.jpg,0.4031756818294525
face04084.jpg-face03649.jpg,0.8342418670654297
face04886.jpg-face04348.jpg,0.7438070774078369
face05409.jpg-face01611.jpg,0.3524378538131714
face04729.jpg-face05873.jpg,1.1282777786254883
face01135.jpg-face04142.jpg,1.10206937789917
face05643.jpg-face02054.jpg,0.7665480375289917
face00246.jpg-face00533.jpg,0.10081245005130768
face00184.jpg-face03883.jpg,0.7234588265419006
face03162.jpg-face05807.jpg,1.1414599418640137
face02665.jpg-face04833.jpg,0.0035358103923499584
face04182.jpg-face04247.jpg,0.007577886339277029
face01373.jpg-face03206.jpg,0.37906453013420105
face02182.jpg-face05693.jpg,0.47280067205429077
face04815.jpg-face02817.jpg,0.9776639938354492
face02232.jpg-face02023.jpg,0.5057823657989502
face04181.jpg-face03377.jpg,0.010478423908352852
face03751.jpg-face00491.jpg,0.00018276108312420547
face03172.jpg-face01103.jpg,0.0016654564533382654
face04223.jpg-face00321.jpg,1.181269884109497
